Empresa,Area,Ubicacion,Descripcion
MAEFA SA,Agricultura / Pesca / Ganaderia,"Retiro, Capital Federal","MAEFA es una empresa del Sector Agricola-Ganadero, productor de carne, leche y granos, con un equipo humano de mas de 40 anos de experiencia en el rubro."
La Moraleja SA,Agricultura / Pesca / Ganaderia,"San Nicolas, Capital Federal","Empresa dedicada al rubro agricola con mas de 30 anos en el mercado, puntualizada especificamente al limon."
raciones argentinas,Agricultura / Pesca / Ganaderia,"Pilar, Buenos Aires",familiar- suplementos vitaminicos para bovinos
Forestal Don Florencio SRL,Agricultura / Pesca / Ganaderia,"Virasoro, Corrientes","La empresa presta servicios especializados en Operaciones Forestales a traves de la administracion de las tareas llevadas a cabo en distintos campos, para lo cual planifica, contrata, compra y supervisa todo aquello que sea necesario para llevar a delante la actividad productiva."
Panagricola SA,Agricultura / Pesca / Ganaderia,"Retiro, Capital Federal",Corredores de cereales y oleaginosas.
Casa Bianchi,Agricultura / Pesca / Ganaderia,"San Rafael, Mendoza","Casa Bianchi se dedica a la elaboracion de vinos de gama media, y alta gama en la Ciudad de San Rafael, Provincia de Mendoza."
LyR consultores,Agricultura / Pesca / Ganaderia,"Almagro, Capital Federal",Ilsa Agropecuaria
ARANDANO SOCIEDAD DE HECHO,Agricultura / Pesca / Ganaderia,"Pinamar, Buenos Aires","Somos una empresa especializada en la comercializacion de arandanos, cerezas y cebollas de Argentina a todo el mundo. Nuestras principales ventajas competitivas son:"
COPRA S.A.,Agricultura / Pesca / Ganaderia,"Mercedes, Corrientes",COPRA SA desarrolla actividades agricola-ganaderas en campos propios y arrendados.
Schutter Argentina S.A.,Agricultura / Pesca / Ganaderia,"San Nicolas, Capital Federal","Brindamos servicios de inspeccion, analisis, control de calidad de diversas mercaderias."
Alton,Agricultura / Pesca / Ganaderia,"San Nicolas, Capital Federal",Administracion Agropecuaria seleccionara Ingeniero/a Agronomo
Intercarnes Agropecuaria,Agricultura / Pesca / Ganaderia,"Mar del Plata, Buenos Aires",Intercarnes Agropecuaria S.A. es una empresa integrada por un grupo de profesionales con una amplia experiencia en el manejo de comercializacion e intermediacion en el mercado de hacienda vacuna; que durante mas de 20 anos viene desarrollando sus negocios en la ciudad de Mar del Plata y sus alrededores en un radio de aproximadamente 180 kilometros.
ALUNAMAR SA,Agricultura / Pesca / Ganaderia,"Monserrat, Capital Federal","En el ano 1991 se constituye Alunamar SA para, desde lo mas austral del Mar Argentino, pescar y producir Illex Argentinus hacia el mundo, a bordo del buque potero de su propiedad denominado Hope 7. La empresa desde sus comienzos priorizo comercializar un producto diferenciado en cuanto a la calidad y la terminacion del mismo y hoy despues de mas de 20 anos de trabajo continuo todos los mercados reconocen la calidad del producto procesado dentro de la Zona Economica Exclusiva del litoral Argentino (zona FAO 41) por el Hope 7.-"
Globalwing,Agricultura / Pesca / Ganaderia,"San Nicolas, Capital Federal","La empresa se dedica a la comercializacion de menudencias en general y carne vacuna ,ovina , porcina y aves de coral para su distribucion externa ."
Dkampo S.A.,Agricultura / Pesca / Ganaderia,"Chivilcoy, Buenos Aires","Fundada en 1993, empresa lider regional en Agroinsumos y Servicios para el campo, representante de primeras marcas multinacionales. Tiene como mision, agregar valor a los productos que vende, prestando servicios de asesoramiento, logistica y soliucion de problemas para sus clientes."
Consuagro,Agricultura / Pesca / Ganaderia,"Rio Ceballos, Cordoba","Empresa de capitales nacionales, con mas de 20 anos en la actividad, dedicada a la fabricacion y comercializacion de fertilizantes solidos granulados de alta tecnologia"
Molinos Santa Marta,Agricultura / Pesca / Ganaderia,"Rosario, Santa Fe","Industria dedicada a la molienda de harina de trigo, ubicada en la provincia de Cordoba, con sede comercial en la localidad de Rosario, Santa Fe."
Emimai SA,Agricultura / Pesca / Ganaderia,"Tigre, Buenos Aires-GBA","Emimai SA Somos una empresa familiar dedicada integralmente a la Ganaderia y Agricultura en Urdinarrain Entre Rios,especializados en la cria de ganado bovino Angus especificamente. Nuestra oficina y administracion se encuentra ubicada en la Bahia Grande de Nordelta, partido de Tigre, Buenos Aires."
Pescaderias Di Costanzo,Agricultura / Pesca / Ganaderia,"Mar del Plata, Buenos Aires",Empresa pesquera de Mar del Plata de larga trayectoria en el mercado. Dedicada a la venta mayorista y minorista en toda la Costa Atlantica de pescados y mariscos.
Cerezas Argentinas SA,Agricultura / Pesca / Ganaderia,"Chimpay, Rio Negro","Cerezas Argentinas S.A. es una compania ubicada en la Patagonia argentina que desde el ano 2008 se encuentra dedicada principalmente a la produccion y comercializacion de cerezas y otras frutas finas y de pepita, tales como peras y manzanas."
"Helguera, Rodolfo Alejandro",Agricultura / Pesca / Ganaderia,"Bell Ville, Cordoba","Campo en zona rural, con casa principal y de caseros, independientes, galpon, corrales, mangas, bretes, tanques, bebederos y demas instalaciones. La actividad agricola (siembras) es realizada por contratistas."
Grupo Imex,Agricultura / Pesca / Ganaderia,"San Miguel de Tucuman, Tucuman","Grupo IMEX es una joven compania formada por profesionales con anos de experiencia y exito en el mercado internacional, que se unieron y comenzaron a trabajar en forma conjunta a partir del ano 2015."
Obra Don Bosco,Agricultura / Pesca / Ganaderia,"Maipu, Mendoza",Obra Salesiana formada por instituciones educativas y bodega. La Obra Salesiana se integra a todos los que de alguna manera trabajan por el bien de los jovenes de la Argentina y del mundo. Mas alla de los numeros que aqui se detallan todavia hoy encontramos muchos mas chicos que necesitan ser reconocidos en su derecho a vivir dignamente.
Seiker,Agricultura / Pesca / Ganaderia,"La Calera, Cordoba","...Empresa Agricola dedicada a la fabricacion de fertilizantes, comercializacion de productos y asesoramiento para el agro en la provincia de Cordoba"
Ocean Treasure Foods,Agricultura / Pesca / Ganaderia,---,
"Company 5-Continent Enterprise Co.,Ltd",Agricultura / Pesca / Ganaderia,---,5-Continent is a company engaged in chemical industry. We are a dynamic and
Ganadera Integral SA,Agricultura / Pesca / Ganaderia,"Pilar, Buenos Aires",Administracion Agropecuaria - Consignataria de hacienda - Intermediarios en la compra venta de animales de ganado bovino para invernada y frigorificos.
Finca La Prudencia SRL,Agricultura / Pesca / Ganaderia,"San Martin, Mendoza","Bodega, elaboracion y fraccionamiento de vinos genericos, fraccionamientos en botella y tetra, concentracion de mostos, molienda en planta, vinedos propios y uvas de terceros"
ESTANCIAS BELLA VISTA SA,Agricultura / Pesca / Ganaderia,"Picun Leufu, Neuquen","La Empresa cuenta con varias estancias y emprendimientos, tanto en la Pcia. de Entre Rios, Buenos Aires y Neuquen. Somos una Empresa netamente Agro-Ganadera, cuidando la tierra y a nuestro personal, pilares de nuestra Empresa."
FRUTICULTORES EMPACADORES DE GENERAL ROCA SA,Agricultura / Pesca / Ganaderia,"Gral. Roca, Rio Negro","Empresa fruticola dedicada a la produccion y empaque de peras y manzanas organicas en el Alto Valle de Rio Negro con mas de 40 anos en actividad, destinadas a exportacion y mercado interno."
POLO BODEGA Y VINEDOS,Agricultura / Pesca / Ganaderia,"Lujan, Mendoza","Empresa familiar hace mas de 25 anos con el objetivo claramente direccionado, con pasion y respeto no solo hacia la tierra y su maravilloso fruto sino tambien hacia la valoracion del trabajo y dedicacion que entregan los hombres y mujeres que trabajan con nosotros, sin los cuales no hubiese resultado posible recorrer el camino."
Agro RR,Agricultura / Pesca / Ganaderia,"Funes,","Empresa dedicada a la comercializacion de complementos de fumigacion y fertilizantes biologicos. Nuestra actividad no se limita a la venta de productos, sino que asesoramos a nuestros clientes acerca de cuales son las soluciones mas convenientes teniendo en cuenta las caracteristicas de cada caso en particular."
Agropecuaria Aguas Grandes S.A.,Agricultura / Pesca / Ganaderia,"San Isidro, Buenos Aires-GBA","Somos una empresa agropecuaria dedicada a tanto a los cultivos tradicionales, como a la produccion de papa, carne y leche. Nuestros campos se encuentran en la provincia de Cordoba y San Luis."
MARIA LASMARTRES,Agricultura / Pesca / Ganaderia,"Rio Cuarto, Cordoba",EMPRESA AGRICOLA GANADERA DESTINADA A LA PRODUCCION DE SOJA Y MAIZ EN LA PROVINCIA DE CORDOBA. LLEVAMOS ADELANTE UN CIERRE DE ENGORDE A CORRAL DE NOVILLOS.
Molinos Benvenuto,Agricultura / Pesca / Ganaderia,"Roldan, Santa Fe",MOLINOS BENVENUTO S.A.
Frutos de Los Lagos S.A.,Agricultura / Pesca / Ganaderia,"Sarmiento, Chubut","Somos Frutos de los Lagos S.A., una empresa argentina con proyeccion internacional que opera desde la Patagonia, sur de la Republica Argentina. Trabajamos en la industria fruticola, particularmente en la produccion y comercializacion de cerezas y otras frutas. Nuestros recursos y equipos de ultima tecnologia nos han permitido alcanzar y mantener los mas altos niveles de eficiencia del sector. Nuestros principios fundamentales son la calidad e inocuidad de nuestros productos y la etica empresarial para desarrollar cada fase de nuestro proyecto."
GENETEC,Agricultura / Pesca / Ganaderia,"Pilar, Buenos Aires","CENTRO INTEGRAL DE REPRODUCCION EQUINA DEDICADO A CABALLOS DE POLO Nuestra prioridad es prestar a nuestros clientes un servicio netamente diferenciado con atencion personalizada y confiable. Trabajamos con un numero controlado de donantes, distribuidas en piquetes independientes y con instalaciones de primer nivel atendidos por un equipo veterinario altamente capacitado y comprometido con su trabajo. Contamos en nuestras padrilleras con la mejor genetica del mercado."
Instituto de Desarrollo Rural,Agricultura / Pesca / Ganaderia,"Godoy Cruz, Mendoza",Mision
renovar las varillas sa,Agricultura / Pesca / Ganaderia,"Las Varillas, Cordoba","empresa dedicada a la venta de agroquimicos y semillas en la zona de las varillas,provincia de cordoba,pose cinco empleados ,enfocada a la venta tecnica de productos para el agro.Representamos a varias empresas multinacionales del rubro"
CABO DOS BAHIAS,Agricultura / Pesca / Ganaderia,"Mar del Plata, Buenos Aires","Empresa vinculada al sector productivo, actividades comerciales de exportacion. Compra y venta de mercaderia a insdustrias y reventa a distintos destinos."
FRUTICULTORES EMPACADORES DE GENERAL ROCA SA,Agricultura / Pesca / Ganaderia,"Gral. Roca, Rio Negro","Empresa fruticola dedicada a la produccion y empaque de peras y manzanas organicas en el Alto Valle de Rio Negro con mas de 40 anos en actividad, destinadas a exportacion y mercado interno."
POLO BODEGA Y VINEDOS,Agricultura / Pesca / Ganaderia,"Lujan, Mendoza","Empresa familiar hace mas de 25 anos con el objetivo claramente direccionado, con pasion y respeto no solo hacia la tierra y su maravilloso fruto sino tambien hacia la valoracion del trabajo y dedicacion que entregan los hombres y mujeres que trabajan con nosotros, sin los cuales no hubiese resultado posible recorrer el camino."
Ocean Treasure Foods,Agricultura / Pesca / Ganaderia,---,
"Company 5-Continent Enterprise Co.,Ltd",Agricultura / Pesca / Ganaderia,---,5-Continent is a company engaged in chemical industry. We are a dynamic and
Agro RR,Agricultura / Pesca / Ganaderia,"Funes,","Empresa dedicada a la comercializacion de complementos de fumigacion y fertilizantes biologicos. Nuestra actividad no se limita a la venta de productos, sino que asesoramos a nuestros clientes acerca de cuales son las soluciones mas convenientes teniendo en cuenta las caracteristicas de cada caso en particular."
Agropecuaria Aguas Grandes S.A.,Agricultura / Pesca / Ganaderia,"San Isidro, Buenos Aires-GBA","Somos una empresa agropecuaria dedicada a tanto a los cultivos tradicionales, como a la produccion de papa, carne y leche. Nuestros campos se encuentran en la provincia de Cordoba y San Luis."
MARIA LASMARTRES,Agricultura / Pesca / Ganaderia,"Rio Cuarto, Cordoba",EMPRESA AGRICOLA GANADERA DESTINADA A LA PRODUCCION DE SOJA Y MAIZ EN LA PROVINCIA DE CORDOBA. LLEVAMOS ADELANTE UN CIERRE DE ENGORDE A CORRAL DE NOVILLOS.
Frutos de Los Lagos S.A.,Agricultura / Pesca / Ganaderia,"Sarmiento, Chubut","Somos Frutos de los Lagos S.A., una empresa argentina con proyeccion internacional que opera desde la Patagonia, sur de la Republica Argentina. Trabajamos en la industria fruticola, particularmente en la produccion y comercializacion de cerezas y otras frutas. Nuestros recursos y equipos de ultima tecnologia nos han permitido alcanzar y mantener los mas altos niveles de eficiencia del sector. Nuestros principios fundamentales son la calidad e inocuidad de nuestros productos y la etica empresarial para desarrollar cada fase de nuestro proyecto."
Molinos Benvenuto,Agricultura / Pesca / Ganaderia,"Roldan, Santa Fe",MOLINOS BENVENUTO S.A.
GENETEC,Agricultura / Pesca / Ganaderia,"Pilar, Buenos Aires","CENTRO INTEGRAL DE REPRODUCCION EQUINA DEDICADO A CABALLOS DE POLO Nuestra prioridad es prestar a nuestros clientes un servicio netamente diferenciado con atencion personalizada y confiable. Trabajamos con un numero controlado de donantes, distribuidas en piquetes independientes y con instalaciones de primer nivel atendidos por un equipo veterinario altamente capacitado y comprometido con su trabajo. Contamos en nuestras padrilleras con la mejor genetica del mercado."
Instituto de Desarrollo Rural,Agricultura / Pesca / Ganaderia,"Godoy Cruz, Mendoza",Mision
renovar las varillas sa,Agricultura / Pesca / Ganaderia,"Las Varillas, Cordoba","empresa dedicada a la venta de agroquimicos y semillas en la zona de las varillas,provincia de cordoba,pose cinco empleados ,enfocada a la venta tecnica de productos para el agro.Representamos a varias empresas multinacionales del rubro"
CABO DOS BAHIAS,Agricultura / Pesca / Ganaderia,"Mar del Plata, Buenos Aires","Empresa vinculada al sector productivo, actividades comerciales de exportacion. Compra y venta de mercaderia a insdustrias y reventa a distintos destinos."
NENS S.A.,Agricultura / Pesca / Ganaderia,"Belgrano, Capital Federal","EMPRESA AGROPECUARIA CRIA DE GANADO BOVINO,"
Martin Hardoy,Agricultura / Pesca / Ganaderia,"Junin, Buenos Aires","Empresa agropecuaria dedicada a la agricultura, ganaderia y avicultura."
GR Generacion Global S.A.,Agricultura / Pesca / Ganaderia,"Belgrano, Capital Federal","Empresa dedicada al rubro de la ganaderia, la recria de animales, para venta a frigorificos para consumo nacional e internacional, con campos ubicados en el norte del pais."
Salvita Alimentos,Agricultura / Pesca / Ganaderia,"Salta, Salta","Empresa con base en la localidad de Embarcacion y con administracion central en Salta Capital, integrada por la produccion agricola, elaboracion y procesos industriales; hasta comercializacion de los alimentos frescos y enlatados."
Frigorifico Forres-Beltran S.A.,Agricultura / Pesca / Ganaderia,"Ing. Forres, Santiago del Estero","Empresa en constante crecimiento y expansion, ubicado en el corazon productivo de la provincia de Santiago del Estero. Se encuentra en busqueda de nuevos valores para sumar a su plantilla de operarios en diferentes rubros ocupacionales."
ACEQUIONES SRL,Agricultura / Pesca / Ganaderia,"Lules, Tucuman","Somos una empresa empacadora y exportadora de frutas citricas, ubicada en San isidro de Lules."
FRIDEVI,Agricultura / Pesca / Ganaderia,"Viedma, Rio Negro","FRIDEVI, Frigorifico del Valle Inferior, es el mayor emprendimiento agro-industrial de la Patagonia."
Timac Agro Argentina SA,Agricultura / Pesca / Ganaderia,"Cordoba, Cordoba","Timac Agro Argentina SA, (www.timacagro.com.ar), empresa lider en la comercializacion de fertilizantes especificos, pertenece a Grupo Roullier y trabaja en el pais desde 1997."
Nicolas Vitelli,Agricultura / Pesca / Ganaderia,"Rio Cuarto, Cordoba",Asesoramiento a empresas de agricultura.
AGROPECUARIA ALMAFUERTE S.A.,Agricultura / Pesca / Ganaderia,"Parana, Entre Rios","DISTRIBUIDORA DE PRODUCTOS VETERINARIOS DEL LITORAL ARGENTINO .desde Parana. Entre Rios, proveemos a nuestro clientes de amplia variedad de productos y accesorios de pequenos y grandes animales de los laboratorios mas reconocidos del pais."
Rhenania2 SA,Agricultura / Pesca / Ganaderia,"Laboulaye, Cordoba",Empresa dedicada a la agricultura extensiva en campos propios y arrendados en el sur de cordoba y NO de Bs As con empresa de maquinaria propia. Focalizada en el crecimiento de sus operaciones e incorporacion de innovaciones. Nos ocupamos del desarrollo de las personas que la integran y el medio en donde se desarrolla.
GEPSA,Agricultura / Pesca / Ganaderia,"Posadas, Misiones","Importante Empresa local dedicada a la Ganaderia, con vision de crecimiento y con la gestion focalizada en el desarrollo de sus recursos humanos."
Catelli,Agricultura / Pesca / Ganaderia,"Mte. Maiz, Cordoba","Catelli S.A. es una empresa dedicada a la comercializacion de maquinaria agricola y repuestos, y a la prestacion de servicios de postventa. Ubicada al sudeste de la provincia de Cordoba."
OSD Agropecuaria SA,Agricultura / Pesca / Ganaderia,"Totoras, Santa Fe","OSD Agropecuaria SA se dedica a la ganaderia. Posee un feed lot de 3500 cabezas aprox. y ciclo III porcino de 2000 cerdos. Las actividades tecnicas y administrativas se llevan a cabo en una estacia, llamada ""La Reserva"" de 2000 has."
Nueva Tucuman,Agricultura / Pesca / Ganaderia,"Godoy Cruz, Mendoza",Panificadora y Confiteria
Organica Natural S.R.L.,Agricultura / Pesca / Ganaderia,Buenos Aires,"ORGANICA NATURAL S.A. es una empresa lider especializada en la comercializacion de hortalizas pesadas, con mas de 20 anos operando en el MERCADO INTERNO Y EN EL EXTERIOR."
Amerika 2001 SA,Agricultura / Pesca / Ganaderia,"Palermo, Capital Federal",Produccion & comercializacion de aceite de canola virgen.
Granja Spano SRL,Agricultura / Pesca / Ganaderia,Capital Federal,"Nos decicamos a la venta de carnes vacunas ,avicolas y porcinas asi mismo preparamos productos elaborados .Con una trayectoria de 40 anos en el barrio de Almagro ."
Degesa Argentina S.A.,Agricultura / Pesca / Ganaderia,Cordoba,Degesa Argentina es la primer empresa radicada en el pais dedicada al mejoramiento genetico porcino. Tiene un plantel de 500 madres intensivas en la localidad de General Paz - Cordoba.-
Molino Devemarco SA,Agricultura / Pesca / Ganaderia,Buenos Aires,Molino de origen Aleman radicada su empresa en Gral. Rodriguez.
Mizqui Nemul S.A.,Agricultura / Pesca / Ganaderia,Capital Federal,"Empresa agropecuaria, cria y engorde de ganado. Agricultura"
Frigorifico Dario Dinardi Menudencias,Agricultura / Pesca / Ganaderia,"San Andres de Giles, Buenos Aires","DDM es una planta frigorifica dedicada al manejo de menudencias vacunas y porcinas situada en la localidad de San Andres de Giles, Provincia de Buenos Aires. Posee 1.200 metros cuadrados cubiertos sobre una superficie total de 30.000 metros cuadrados. Su principal actividad es el acopio de menudencias vacunas y porcinas, asi como tambien el acondicionamiento de las mismas. Actualmente, DDM abastece el mercado local de menudencias tanto para el uso industrial como para el uso humano y medicinal. Dentro de los principales clientes pertenecientes al mercado industrial se pueden destacar las empresas elaboradoras de alimento balanceado; mientras que para el consumo humano, se destacan las empresas elaboradoras de pates, embutidos y conservas carnicas. Otro mercado de destino son los laboratorios medicinales para la produccion de hormonas y medicamentos."
Envapar S.A.,Agricultura / Pesca / Ganaderia,Extranjero,---
Agroamerican Group,Agricultura / Pesca / Ganaderia,Mendoza,---
Florana Farms S.A,Agricultura / Pesca / Ganaderia,Buenos Aires,---
Aibel Agro,Agricultura / Pesca / Ganaderia,Cordoba,---
Nutrex,Agricultura / Pesca / Ganaderia,Extranjero,---
Vassalli Fabril,Agricultura / Pesca / Ganaderia,"Firmat, Santa Fe",---
Ideas de Audiotex,Agricultura / Pesca / Ganaderia,Extranjero,---
Lool,Agricultura / Pesca / Ganaderia,Extranjero,---
SANDIPLUS,Agricultura / Pesca / Ganaderia,Extranjero,---
Frutas Orjais,Agricultura / Pesca / Ganaderia,Extranjero,---
Pasto,Agricultura / Pesca / Ganaderia,Buenos Aires,---
Pacific,Agricultura / Pesca / Ganaderia,Buenos Aires,---
Planisferio,Agricultura / Pesca / Ganaderia,Buenos Aires,---
PM Agronegocios,Agricultura / Pesca / Ganaderia,"Jesus Maria, Cordoba",---
Ciudad jardin,Agricultura / Pesca / Ganaderia,Extranjero,---
Frigorifico **,Agricultura / Pesca / Ganaderia,Buenos Aires,---
El Trebol,Agricultura / Pesca / Ganaderia,Capital Federal,---
AgroEx S.A.,Agricultura / Pesca / Ganaderia,Extranjero,---
Pollpar S.A.,Agricultura / Pesca / Ganaderia,Extranjero,---
Cvgralrodriguez,Agricultura / Pesca / Ganaderia,Buenos Aires,Empresa Agroquimica
Estancia,Agricultura / Pesca / Ganaderia,Buenos Aires,"Empresa dedicada a la produccion agropecuaria, con 6000 ha en produccion."
Molca,Agricultura / Pesca / Ganaderia,"Zarate, Buenos Aires",Puerto Cerealero
Mantis Control Profesional de Plagas,Agricultura / Pesca / Ganaderia,"Pilar, Buenos Aires","Empresa dedicada al control de plagas urbanas en la zona de pilar, GBA norte y Capital federal."
Finca san rafael,Agricultura / Pesca / Ganaderia,Buenos Aires,"Emprendimientos agropecuarios, produccion y comercializacion de lo obtenido."
Frigorifico FP de Oscar Cerquetti,Agricultura / Pesca / Ganaderia,Buenos Aires,Troceo de carne
Molca,Agricultura / Pesca / Ganaderia,"Zarate, Buenos Aires",Puerto Cerealero
Javier,Agricultura / Pesca / Ganaderia,"Salta, Salta",Ventas de todo tipo de forrajeria y petes a domicilio en todos los tamanos
Mantis Control Profesional de Plagas,Agricultura / Pesca / Ganaderia,"Pilar, Buenos Aires","Empresa dedicada al control de plagas urbanas en la zona de pilar, GBA norte y Capital federal."
Finca san rafael,Agricultura / Pesca / Ganaderia,Buenos Aires,"Emprendimientos agropecuarios, produccion y comercializacion de lo obtenido."
Mizqui Nemul S.A.,Agricultura / Pesca / Ganaderia,Capital Federal,"Empresa agropecuaria, cria y engorde de ganado. Agricultura"
Tecno_RED,Agricultura / Pesca / Ganaderia,Buenos Aires,Instalacion de redes informaticas
Biominerales Argentina SRL,Agricultura / Pesca / Ganaderia,"La Plata, Buenos Aires","Biominerales Argentina SRL , es una empresa en formacion dedicada al desarrollo de un nuevo criterio en fertilizacion y nutricion de cultivos y pasturas. Tanto la tecnologia que sustenta a este criterio como los insumos que demanda para su implementacion son desarrollados y comercializados por nuestra firma. La empresa se encuentra implementando esta tecnica desde hace dos anos, si bien somos una empresa joven las posibilidades de desarrollo y crecimiento son muy importantes."
Campo Alto,Agricultura / Pesca / Ganaderia,Buenos Aires,"En octubre de 2008 inaugura Campo Alto Nordelta, un excelente lugar a orillas del rio del Delta, de entrada libre, en donde podra disfrutar de los espacios abiertos y los paisajes imponentes. Alli Campo Alto ofrece otra posibilidad de degustar los mejores cortes de carne de exportacion a la parrilla, las mejores pastas, ensaladas y platos preparados al horno de barro segun la antigua tradicion colonial."
Granja Spano SRL,Agricultura / Pesca / Ganaderia,Capital Federal,"Nos decicamos a la venta de carnes vacunas ,avicolas y porcinas asi mismo preparamos productos elaborados .Con una trayectoria de 40 anos en el barrio de Almagro ."
Cauquen Argentina S.A.,Agricultura / Pesca / Ganaderia,"Belgrano, Capital Federal","Somos una empresa de exportacion agropecuaria. Producimos y comercializamos fruta fresca(citricos y duraznos) segun los valores de comercio justo y ecoeficiencia. Nuestra oficina central esta en la zona de Belgrano, pero contamos con un establecimiento en la localidad de Alsina (campo y planta de empaque)."
Colombo Ganados SA,Agricultura / Pesca / Ganaderia,Capital Federal,Importante empresa dedicada a la actividad agricola ganadera y consignataria de hacienda.
Frigorifico - Campos del Sur,Agricultura / Pesca / Ganaderia,Buenos Aires,"Somos una empresa Argentina con mas de tres decadas en el mercado carnico Contamos con un equipo altamente capacitado al servicio del cliente. Nuestro compromiso es entregar la mas alta calidad en cortes de novillo,cerdo,cordero,aves y granja."
Estancia,Agricultura / Pesca / Ganaderia,Buenos Aires,"Empresa dedicada a la produccion agropecuaria, con 6000 ha en produccion."
Cvgralrodriguez,Agricultura / Pesca / Ganaderia,Buenos Aires,Empresa Agroquimica
Organica Natural S.R.L.,Agricultura / Pesca / Ganaderia,Buenos Aires,"ORGANICA NATURAL S.A. es una empresa lider especializada en la comercializacion de hortalizas pesadas, con mas de 20 anos operando en el MERCADO INTERNO Y EN EL EXTERIOR."
OSD Agropecuaria SA,Agricultura / Pesca / Ganaderia,"Totoras, Santa Fe","OSD Agropecuaria SA se dedica a la ganaderia. Posee un feed lot de 3500 cabezas aprox. y ciclo III porcino de 2000 cerdos. Las actividades tecnicas y administrativas se llevan a cabo en una estacia, llamada ""La Reserva"" de 2000 has."
Nueva Tucuman,Agricultura / Pesca / Ganaderia,"Godoy Cruz, Mendoza",Panificadora y Confiteria
Amerika 2001 SA,Agricultura / Pesca / Ganaderia,"Palermo, Capital Federal",Produccion & comercializacion de aceite de canola virgen.
Degesa Argentina S.A.,Agricultura / Pesca / Ganaderia,Cordoba,Degesa Argentina es la primer empresa radicada en el pais dedicada al mejoramiento genetico porcino. Tiene un plantel de 500 madres intensivas en la localidad de General Paz - Cordoba.-
Molino Devemarco SA,Agricultura / Pesca / Ganaderia,Buenos Aires,Molino de origen Aleman radicada su empresa en Gral. Rodriguez.
Frigorifico Dario Dinardi Menudencias,Agricultura / Pesca / Ganaderia,"San Andres de Giles, Buenos Aires","DDM es una planta frigorifica dedicada al manejo de menudencias vacunas y porcinas situada en la localidad de San Andres de Giles, Provincia de Buenos Aires. Posee 1.200 metros cuadrados cubiertos sobre una superficie total de 30.000 metros cuadrados. Su principal actividad es el acopio de menudencias vacunas y porcinas, asi como tambien el acondicionamiento de las mismas. Actualmente, DDM abastece el mercado local de menudencias tanto para el uso industrial como para el uso humano y medicinal. Dentro de los principales clientes pertenecientes al mercado industrial se pueden destacar las empresas elaboradoras de alimento balanceado; mientras que para el consumo humano, se destacan las empresas elaboradoras de pates, embutidos y conservas carnicas. Otro mercado de destino son los laboratorios medicinales para la produccion de hormonas y medicamentos."
Bafarm sa,Agricultura / Pesca / Ganaderia,Buenos Aires,"Produccion agropecuaria, cria de ganado bovino."
Nezit,Agricultura / Pesca / Ganaderia,"Cerrillos, Salta","Empresa de servicios e intercambios regionales. Reparacion integrales de tractores todas las marcas compra y venta, enlace a empresas relacionadas al agro, indumentarias e insumos."
Ana Canovas,Agricultura / Pesca / Ganaderia,Chubut,Importante Empresa Pesquera.-
Trade food 2005 SRL,Agricultura / Pesca / Ganaderia,"Recoleta, Capital Federal","Trade Food SRL tiene su sede en Buenos Aires, Argentina y su principal actividad es la comercializacion de legumbres secas, cereales, alimentos congelados y envasados, tanto de origen argentino como de otros paises."
Insu Agro,Agricultura / Pesca / Ganaderia,Capital Federal,Empresa dedicada a la venta de insumos agroquimicos.
Finca Sophenia S.A.,Agricultura / Pesca / Ganaderia,Capital Federal,"Finca Sophenia S.A., es una empresa vitivinicola dedicada al cultivo de vid para vinificar, apuntando a ser reconocida como una de las empresas de vino de mas alta calidad de Argentina."
MARFRIG,Agricultura / Pesca / Ganaderia,"Munro, Buenos Aires","La operacion de Marfrig en Argentina es lider en la produccion y venta de alimentos derivados de carne bovina y procesados en el pais. Son 4 plantas con capacidad de mas de 39 mil toneladas de hamburguesas por ano y mas de 30 mil de otros productos por ano, alimentos procesados como franquicias y fiambres."
Qualiagro SRL,Agricultura / Pesca / Ganaderia,Capital Federal,"Consultora en Gestion y Calidad Agroalimentaria de gran experiencia en el mercado, brindamos servicios de asesoramiento a productores y compradores de alimentos, incluyendo auditorias, inspeccion, muestreos, capacitacion, implementacion de procesos, control de productos y embarques, y gestion de habilitaciones ante organismos oficiales tanto en el orden Nacional como Internacional."
Future Lab SRL,Agricultura / Pesca / Ganaderia,"Rosario, Santa Fe",Empresa dedicada a la fabricacion y venta de coadyuvantes para el agro.
Fyrmat S.A,Agricultura / Pesca / Ganaderia,Capital Federal,Empresa Agropecuaria
Frigorifico FP de Oscar Cerquetti,Agricultura / Pesca / Ganaderia,Buenos Aires,Troceo de carne
Grillos Capos,Agricultura / Pesca / Ganaderia,"Boedo, Capital Federal","Grillos Capos es el unico criadero de Insectos para consumo de Argentina. Abastece a un creciente mercado de Pet Shops especializados y hobbistas que necesitan alimentar sus reptiles, tarantulas o escopiones con alimento vivo. Criamos ademas geckos leopardo y pogona vitticeps. Enviamos alimento vivo a todo el pais."
